q001 q001a010 q001a010q001 q001a010q001a001 q001a010q001a001q003 q001a010q001a001q003a003,qc001 qc001a010 qc008 qc008a001 qc022 qc022a003,Chief Complaint hip pain Initial vs Reval Initial Evaluation Laterality Both,qc026,constant vs intermittent,q001a010q001a001q006
q001 q001a010 q001a010q001 q001a010q001a001 q001a010q001a001q001 q001a010q001a001q001a002,qc001 qc001a010 qc008 qc008a001 qc009 qc009a002,Chief Complaint hip pain Initial vs Reval Initial Evaluation Onset 2-6 days ago,qc026,constant vs intermittent,q001a010q001a001q006
q001 q001a010 q001a010q001 q001a010q001a001 q001a010q001a001q005 q001a010q001a001q005a002,qc001 qc001a010 qc008 qc008a001 qc045 qc045a002,Chief Complaint hip pain Initial vs Reval Initial Evaluation past treatment history tylenol,qc026,constant vs intermittent,q001a010q001a001q006
q001 q001a010 q001a010q001 q001a010q001a001 q001a010q001a001q002 q001a010q001a001q002a002,qc001 qc001a010 qc008 qc008a001 qc032 qc032a002,Chief Complaint hip pain Initial vs Reval Initial Evaluation severity 2,qc026,constant vs intermittent,q001a010q001a001q006
q001 q001a010 q001a010q001 q001a010q001a001 q001a010q001a001q002 q001a010q001a001q002a004,qc001 qc001a010 qc008 qc008a001 qc032 qc032a004,Chief Complaint hip pain Initial vs Reval Initial Evaluation severity 4,qc026,constant vs intermittent,q001a010q001a001q006
q001 q001a010 q001a010q001 q001a010q001a001 q001a010q001a001q002 q001a010q001a001q002a007,qc001 qc001a010 qc008 qc008a001 qc032 qc032a007,Chief Complaint hip pain Initial vs Reval Initial Evaluation severity 7,qc026,constant vs intermittent,q001a010q001a001q006
q001 q001a010 q001a010q001 q001a010q001a001 q001a010q001a001q001 q001a010q001a001q001a001,qc001 qc001a010 qc008 qc008a001 qc009 qc009a001,Chief Complaint hip pain Initial vs Reval Initial Evaluation Onset 0-1 days ago,qc026,constant vs intermittent,q001a010q001a001q006
q001 q001a010 q001a010q001 q001a010q001a001 q001a010q001a001q004 q001a010q001a001q004a001,qc001 qc001a010 qc008 qc008a001 qc020 qc020a001,Chief Complaint hip pain Initial vs Reval Initial Evaluation Course since onset Progressing,qc026,constant vs intermittent,q001a010q001a001q006
q001 q001a010 q001a010q001 q001a010q001a001 q001a010q001a001q002 q001a010q001a001q002a008,qc001 qc001a010 qc008 qc008a001 qc032 qc032a008,Chief Complaint hip pain Initial vs Reval Initial Evaluation severity 8,qc026,constant vs intermittent,q001a010q001a001q006
q001 q001a010 q001a010q001 q001a010q001a001 q001a010q001a001q003 q001a010q001a001q003a002,qc001 qc001a010 qc008 qc008a001 qc022 qc022a002,Chief Complaint hip pain Initial vs Reval Initial Evaluation Laterality Left,qc026,constant vs intermittent,q001a010q001a001q006
q001 q001a010 q001a010q001 q001a010q001a001 q001a010q001a001q001 q001a010q001a001q001a002,qc001 qc001a010 qc008 qc008a001 qc009 qc009a002,Chief Complaint hip pain Initial vs Reval Initial Evaluation Onset 2-6 days ago,qc026,constant vs intermittent,q001a010q001a001q006
q001 q001a010 q001a010q001 q001a010q001a001 q001a010q001a001q004 q001a010q001a001q004a003,qc001 qc001a010 qc008 qc008a001 qc020 qc020a003,Chief Complaint hip pain Initial vs Reval Initial Evaluation Course since onset Improving,qc026,constant vs intermittent,q001a010q001a001q006
